movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
5646,1021075,A Deadly Adoption,2015,The birth of a plan gone wrong.,"Things go awry when an author and his wife welcome a pregnant woman into their home, with plans to adopt her baby.",90,,2.8
5647,1021081,Love Is a Many-Splendored Thing,1955,The price they pay when they come out of their secret garden and face the world in modern-day Hong Kong - makes this one of the screen's unforgettable experiences!,A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.,102,NR,3.06
5648,1021085,Little Nikita,1988,He went to bed an all-American kid and woke up the son of Russian spies.,"Roy Parmenter is an FBI agent in San Diego; 20 years ago his partner was killed by a Soviet spy, nicknamed Scuba, still at large. Scuba is now trying to extort the Soviets; to prove he's serious, he's killing their agents one by one, including ""sleepers,"" agents under deep cover awaiting orders. Roy interviews a high school lad, Jeff Grant, an applicant to the Air Force Academy. In a routine background check, Roy discovers that Jeff's parents are sleepers. He must see if Jeff is also a spy, confront the parents yet protect them, and catch his nemesis. Meanwhile, the Soviets have sent their own spy-catcher, the loner Karpov, to reel in Scuba. Alliances shift; it's cat and mouse.",98,PG,2.88
5649,1021094,Scooby-Doo! and the Gourmet Ghost,2018,What’s cookin’ Scooby-Doo?,"The Scooby gang visits a culinary resort run by Fred's uncle, Bobby Flay. While enjoying the sights, a ghost attacks the guests and destroys the resort, leaving the gang to put a stop to its threat.",77,,2.95
5650,1021099,Backtrack,2015,Nothing haunts like the past,"Troubled psychotherapist Peter Bowers is suffering from nightmares and eerie visions. When he uncovers a horrifying secret that all of his patients share, he is put on a course that takes him back to the small hometown he fled years ago. There he confronts his demons and unravels a mystery 20 years in the making.",90,,2.73
5651,1021104,Hard Rock Zombies,1985,They came from the grave to Rock n' Rave and misbehave.,"A hard rock band travels to the tiny and remote town of Grand Guignol to perform. Peopled by hicks, rubes, werewolves, murderous dwarves, sex perverts, and Hitler, the town is a strange place but that doesn't stop the band's lead singer from falling in love with a local girl named Cassie. After Nazi sex perverts kill the band to satisfy their lusts, Cassie calls the rockers back from the grave to save her, the town, and maybe the world.",98,R,2.64
5652,1021108,Knock on Any Door,1949,It will shock you but it will hold you spellbound to the end!,"An attorney defends a hoodlum of murder, using the oppressiveness of the slums to appeal to the court.",100,NR,3.28
5653,1021120,Blood and Sand,1941,Love flamed in the shadow of death!,"Bullfighter Juan Gallardo falls for socialite Dona Sol, turning from the faithful Carmen who nevertheless stands by her man as he continues to face real danger in the bullring.",125,NR,3.3
5654,1021121,Swing Vote,2008,One ordinary guy is giving the candidates a reason to run.,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.",120,PG-13,2.59
5655,1021123,Hey Good Lookin',1982,"Ralph Bakshi, creator of ""Fritz the Cat"" and ""Heavy Traffic"" brings you the outrageous '50s the way they really were.","An outrageous, affectionate look at coming of age in the Eisenhower era in Brooklyn.",76,R,3.07
5656,1021134,Barabbas,1961,The man of violence in whose place Christ died,"Epic account of the thief Barabbas, who was pardoned for his crimes and spared crucifixion when Pilate offered the Israelites a choice to pardon Barabbas or Jesus. Struggling with his spirituality, Barabbas goes through many ordeals leading him to the gladiatorial arena, where he tries to win his freedom and confront his inner demons, ultimately becoming a follower of the man who was crucified in his place.",137,,3.49
5657,1021146,Frankenstein Unbound,1990,Classic terror is now state-of-the-art shock.,"The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others.",85,R,2.82
5658,1021153,Brave Little Tailor,1938,"Mickey Mouse, a tailor, is appointed by the king to kill the giant.","When a giant threatens the land, the cityfolk mistake Mickey's boast of killing seven flies with one blow to be giants. He is then forced to fight the giant for real.",9,NR,3.58
5659,1021173,Holy Man,1998,God's gift to home shopping.,"In a world governed by commerce, Ricky and Kate, dedicated employees, find their lives forever changed when they encounter the enigmatic stranger G. As they navigate the realm of commerce, their paths intertwine in a surreal dance of love, loss, and redemption. G's presence, amplified through the pervasive influence of globalized television, casts a spell that reverberates beyond Ricky and Kate, impacting the lives of those who bear witness to their intertwined destinies.",114,PG,2.26
5660,1021174,Magic Camp,2020,Escape to Magic Camp!,"Andy, at the urging of his former mentor and Magic Camp owner Roy Preston, returns to the camp of his youth hoping to reignite his career. Instead, he finds inspiration in his ragtag bunch of rookie magicians.",100,,2.65
5661,1021191,Theodora Goes Wild,1936,RIOTOUS ROMANTIC COMEDY!,"The small-town prudes of Lynnfield are up in arms over 'The Sinner,' a sexy best-seller. They little suspect that author 'Caroline Adams' is really Theodora Lynn, scion of the town's leading family. Michael Grant, devil-may-care book jacket illustrator, penetrates Theodora's incognito and sets out to 'free her' from Lynnfield against her will. But Michael has a secret too, and gets a taste of his own medicine.",94,NR,3.52
5662,1021204,Cloak and Dagger,1946,The moment he fell in love was his moment of greatest danger!,Italian partisans help a professor sent by the OSS to find an atomic scientist held by Nazis.,106,NR,3.45
5663,1021205,Booty Call,1997,"Some guys will do anything for a little somethin', somethin'.","Rushon is sexually pent-up and ready to take thing things to the next level with his girlfriend, Nikki. But when he calls for a date, she asks to make it a double — bringing along her brash friend, Lysterine, whom Rushon sets up with his lewd buddy, Bunz. Things go better than expected. As the evening transitions from the restaurant to the bedroom, the two men go on a madcap search for what will surely make the night complete: condoms.",79,R,2.68
5664,1021209,Ghost Dad,1990,"He's been walking through doors. He's been falling through floors. He's been going through a lot lately, but he's still Dad.","Elliot Hopper, a widower with three children, is working on a business deal to get his family out of financial straits when he is suddenly killed in a taxi accident. With the aid of a paranormal researcher, Elliott attempts to complete the deal from the beyond, ensuring his family will be taken care of.",84,PG,2.04
5665,1021213,Scooby-Doo! Mask of the Blue Falcon,2012,Scooby-Doo foils a comic cook baddie!,"The Mega Mondo Pop Cartoon-a-Con in sunny California marks the spot for mystery in this all-new original Scooby-Doo adventure! The Mystery Inc. pals -- Fred, Daphne, Velma, Shaggy and Scooby -- head to the annual convention, but they're not there to crack their next case. They want to meet their favorite comic book characters and see a megabucks movie premiere, an explosive big-screen remake of the classic cartoon The Adventures of Blue Falcon, featuring Shaggy and Scooby's favorite superheroes: caped avenger Blue Falcon and his trusty but bumbling robo-pup, Dynomutt.",77,,3.06
5666,1021219,Stonewall,2015,Where Pride Began,"Kicked out by his parents, a gay teenager leaves small-town Indiana for New York's Greenwich Village, where growing discrimination against the gay community leads to riots on June 28, 1969.",129,R,2.26
5667,1021222,The Best Man,1964,Does The Best Man Always Get To The White House?,The other party is in disarray. Five men vie for the party nomination for president. No one has a majority as the first ballot closes and the front-runners begin to decide how badly they want the job.,102,NR,3.72
5668,1021232,The After Party,2018,Doors open for those who push.,"When an aspiring rapper goes viral for the wrong reasons, he thinks his career is sunk. But a wild party gives him one more chance to make it right.",89,,2.64
5669,1021236,King Solomon's Mines,1950,Lovers trapped in animal stampede!,Adventurer Allan Quartermain leads an expedition into uncharted African territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of King Solomon.,103,,3.14
5670,1021242,Journey into Fear,1943,Welles and Del Rio together! as Terror Man vs. Leopard Woman--for possession of a mysterious stranger in the powder-keg Middle East,"An American ballistics expert in Turkey finds himself targeted by Nazi agents. Safe passage home by ship is arranged for him, but he soon discovers that his pursuers are also on board.",68,NR,3.22
5671,1021250,Private School,1983,You won't believe what goes on and what comes off in... Private School,"Private-school student Christine loves Jim. But her classmate, Jordan, is also vying for Jim's attention and trying to end his relationship with Christine. Meanwhile, Jim's friend Bubba embarks on a series of sexual escapades, including dressing up as a woman to access the girls' locker room. Despite Jim and Christine's efforts to spend some time alone, various shenanigans and schemes interfere.",89,R,2.57
5672,1021256,At the Earth's Core,1976,"4,000 miles to the center of the Earth to a world within a world","A huge burrowing machine tunnels out of control at ferocious speed, cutting clean through to the center of the earth, to the twilight world of pellucidar. Once there, Dr. Perry and David Innes are threatened by half human creatures, lizard-like birds, and man-eating plants.",90,PG,2.58
5673,1021259,2-Headed Shark Attack,2012,"1 Body, 2 Heads and 6,000 Teeth","A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.",90,,1.66
5674,1021261,Come Live with Me,1941,How To Woo An Unkissed Bride!,"Seeking US citizenship, a Viennese refugee arranges a marriage of convenience with a struggling writer.",86,NR,3.58
5675,1021270,Beyond Borders,2003,Where hope survives.,"Sarah Jordan, an American living in London in 1984, is married to the son of a wealthy British industrialist. She encounters Nick Callahan, a renegade doctor, whose impassioned plea for help to support his relief efforts in war-torn Africa moves her deeply. As a result, Sarah embarks upon a journey of discovery that leads to danger, heartbreak and romance in the far corners of the world.",127,R,3.0
5676,1021272,Sometimes a Great Notion,1971,"""Never give a inch"" was the motto of the Stampers of Oregon. And live it they did!","Hank Stamper and his father, Henry, own and operate the family business by cutting and shipping logs in Oregon. The town is furious when they continue working despite the town going broke and the other loggers go on strike ordering the Stampers to stop, however Hank continues to push his family on cutting more trees. Hank's wife wishes he would stop and hopes that they can spend more time together. When Hank's half brother Leland comes to work for them, more trouble starts.",114,PG,3.55
5677,1021277,Pink Cadillac,1989,It takes a real man to bring in a lady in a pink Cadillac.,A bounty hunter helps out the wife of a bail-jumper after her child is kidnapped by neo-Nazi types.,122,PG-13,2.71
5678,1021278,In the Good Old Summertime,1949,Fall in love.,Two co-workers in a music shop dislike one another during business hours but unwittingly carry on an anonymous romance through the mail.,102,NR,3.33
5679,1021280,Godspell,1973,The Gospel according to today.,"A modern day musical telling of the ministry of Jesus Christ set in New York. The Apostles, portrayed as an acting troupe re-enact the parables and teachings of Jesus.",103,G,3.28
5680,1021287,Shenandoah,1965,Two mighty armies trampled its valley... A fighting family challenged them both!,"Charlie Anderson, a farmer in Shenandoah, Virginia, finds himself and his family in the middle of the Civil War he wants nothing to do with. When his youngest boy is taken prisoner by the North, the Civil War is forced upon him.",105,NR,3.5
5681,1021297,This Is My Life,1992,It's 10pm. Do you know where your mother is?,"Single mom Dottie Ingels sells cosmetics in a department store, but she dreams of being a comedian. When she inherits some money, she takes the chance and moves with her two children Erica and Opel to New York to perform in small bars. Soon her agent Arnold Moss makes her famous, but while she travels all over USA, her children stay home lonely.",95,R,3.37
5682,1021299,The Great Waldo Pepper,1975,The second greatest flyer in the world.,A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed.,108,PG,3.5
5683,1021300,Scandal Sheet,1952,"The man from ""The Mob"" is making another killing!",A tabloid editor assigns a young reporter to solve a murder the editor committed himself.,82,NR,3.66
5684,1021305,No Such Thing,2001,A modern day fable.,A young journalist journeys to Iceland to find her missing fiancé only to encounter a mythical creature who longs to die.,102,,3.2
5685,1021308,Svengali,1931,He hypnotizes! He thrills...! Any woman caught in his spell must obey.,A music maestro uses hypnotism on a young model he meets in Paris to make her both his muse and wife.,81,NR,3.27
5686,1021324,Flag Day,2021,Loving his daughter was the only honest work he ever did.,"A father lives a double life as a counterfeiter, bank robber and con man in order to provide for his daughter.",108,R,2.61
5687,1021333,Plane Crazy,1928,A Mickey Mouse Sound Cartoon,"Inspired by Lindbergh's flight from New York to Paris, Mickey builds a plane to take Minnie for a trip.",6,,3.38
5688,1021338,Tarzan the Ape Man,1932,Mothered by an ape—he knew only the law of the jungle—to seize what he wanted!,"James Parker and Harry Holt are on an expedition in Africa in search of the elephant burial grounds that will provide enough ivory to make them rich. Parker's beautiful daughter Jane arrives unexpectedly to join them. Jane is terrified when Tarzan and his ape friends abduct her, but when she returns to her father's expedition she has second thoughts about leaving Tarzan.",100,,3.23
5689,1021351,The Shaggy Dog,1959,"""I was a Teen-age boy!""","Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",104,G,2.99
5690,1021354,Mirage,1965,Run... right into her arms!,"In New York City, David Stillwell struggles to recover his memory before the people who are trying to kill him succeed. Who is he, who are they, and why is he surrounded by murder?",109,,3.56
5691,1021365,99 River Street,1953,Rips into you like a double-crossing Dame!,A former boxer turned taxi driver earns the scorn of his nagging wife and gets mixed up with jewel thieves.,83,,3.68
5692,1021367,Shockproof,1949,He thought he was shockproof!,"Jenny Marsh, recently released from prison for killing a man, finds herself under the watchful eye of her parole officer, Griff Marat, who helps her secure a job caring for his ailing mother.",79,,3.24
5693,1021382,Hardbodies,1984,"If you don't know what they are, you don't know what you're missing.","Three middle-aged daddies visit California to have a marvelous time at the beach. When they learn that a nice apartment and an expensive cabriolet isn't enough for them to score with the chicks, they employ a student to help them. At first he's as disgusted of them and his job as his girlfriend, but soon they find out how to use the situation to everyone's benefit.",88,R,2.59
5694,1021385,Love Me or Leave Me,1955,You'll Love it!...The Big Lavish Musical of the Roaring Twenties!,"A fictionalized account of the career of jazz singer Ruth Etting and her tempestuous marriage to gangster Marty Snyder, who helped propel her to stardom.",122,NR,3.4
5695,1021397,5 Fingers,1952,The true story of the most fabulous spy of all time!,"During WWII, the valet to the British Ambassador to Ankara sells British secrets to the Germans while trying to romance a refugee Polish countess.",108,NR,3.69
5696,1021400,Anna Christie,1930,Garbo Talks!,"Old sailor Chris Christofferson eagerly awaits the arrival of his grown daughter Anna, whom he sent at five years old to live with relatives in Minnesota. He has not seen her since, but believes her to be a decent and respectably employed young woman. When Anna arrives, however, it is clear that she has lived a hard life in the dregs of society, and that much of spirit has been extinguished. She falls in love with a young sailor rescued at sea by her father, but dreads to reveal to him the truth of her past. Both father and young man are deluded about her background, yet Anna cannot quite bring herself to allow them to remain deluded.",89,,3.09
5697,1021407,The Corruptor,1999,You can't play by the rules if there aren't any.,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",110,R,2.95
5698,1021408,Welcome Home,2018,Betrayal hurts. Jealousy kills.,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,98,R,2.23
5699,1021414,MegaForce,1982,There has never been a superhero like ACE HUNTER!,"MegaForce is an elite multi-national military unit that does the jobs that individual governments wont. When the peaceful Republic of Sardun in under threat from their more aggressive neighbor, the beautiful Major Zara and General Byrne-White see the help of Ace Hunter and MegaForce.",99,PG,2.32
5700,1021442,The Thin Man Goes Home,1944,Together again in M-G-M's riotous comedy.,"On a trip to visit his parents, detective Nick Charles gets mixed up in a murder investigation.",101,,3.49
5701,1021443,Hallelujah,1929,HEAR AND SEE 100 JUBILEE SINGERS!,A black laborer turns preacher after accidentally killing a man.,100,,3.34
5702,1021444,Mischief,1985,"The first time seems like the worst time, but it's the one time you'll never forget!","1956: The shy Jonathan's luck with girls changes when he wins the rebellious Gene as a friend in his last year of high school. Gene is adored by many girls and manages to teach Jonathan a few lessons. Gene himself would rather just be with one girl: his girlfriend Bunny. But since his father is poor, her parents don't accept him.",93,R,3.1
5703,1021451,The Lonely Guy,1984,Meet Larry Hubbard …lonely guy,A writer for a greeting card company learns the true meaning of loneliness when he comes home to find his girlfriend in bed with another man.,90,R,3.19
5704,1021463,The Big House,1930,Timely! Tremendous! Thrilling! Drama of Love and a Jail-Break!,"Convicted of manslaughter for a drunken driving accident, Kent Marlowe is sent to prison, where he meets vicious incarcerated figures who are planning an escape from the brutal conditions.",87,NR,3.45
5705,1021471,Midnight Lace,1960,Even with the arms of her love around her...she still felt the menace of that voice in the night!,Kit Preston begins to unravel when she receives threatening telephone calls informing her she's soon to be murdered.,108,NR,3.31
5706,1021480,American Dream,1990,"The award-winning film of American lives, American courage, and the...","When workers at the Hormel meatpacking plant in Austin, Minnesota are asked to take a substantial pay cut in a highly profitable year, the local labor union decides to go on strike and fight for a wage they believe is fair. But as the work stoppage drags on and the strikers face losing everything, friends become enemies, families are divided and the very future of this typical mid American town is threatened.",98,,3.98
5707,1021490,Krush Groove,1985,It's chillin'!,"Russell Walker is a young, successful manager of rap performers, handling acts for the Krush Groove label, including Run-DMC and The Fat Boys. When Run-D.M.C. has a hit record and Russell needs more money to press more copies, he borrows it from a street hustler and soon regrets his decision.",97,R,3.26
5708,1021510,Cinemania,2002,Reel obsession,"This documentary about the culture of intense cinephilia in New York City reveals the impassioned world of five obsessed movie buffs. These human encyclopedias of cinema see two to five films a day, and from 600 to 2,000 films per year. This is the story of their lives, their memories, their unbending habits and the films they love.",79,,3.58
5709,1021522,The Old Man and the Sea,1958,SPENCER TRACY in his most suspenseful role...ERNEST HEMINGWAY'S story of Heroism...Defeat...Victory!,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",86,,3.27
5710,1021532,Mr. Baseball,1992,He's the biggest thing to hit Japan since Godzilla!,"Jack Elliot, a one-time MVP for the New York Yankees is now on the down side of his baseball career. With a falling batting average, does he have one good year left and can the manager of the Chunichi Dragons, a Japanese Central baseball league find it in him?",108,PG-13,2.9
5711,1021538,CQ,2001,Every picture tells a story.,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet.",88,,3.22
5712,1021550,Peter & the Wolf,2006,Boys like Peter are not afraid of wolves...,"An animated retelling set to Prokofiev's suite. Peter is a slight lad, solitary, locked out of the woods by his protective grandfather",32,G,3.69
5713,1021559,Gidget,1959,Watch out Brigitte...here comes Gidget!,"Due to an accident while swimming in the sea, Francis meets the surfer Moondoggie. She's fascinated with his sport and starts to hang out with his clique. Although they make fun of her at first, they teach her to surf and soon she's accepted and given the nickname ""Gidget"". But it's hard work to become more than a friend to Moondoggie.",95,NR,3.22
5714,1021569,Neighbors,1981,Lock the doors... here come the Neighbors,"One man's quiet suburban life takes a sickening lurch for the worse when a young couple move into the deserted house next door. From the word go it is obvious these are not the quiet professional types who *should* be living in such a nice street. As more and more unbelievable events unfold, our hero starts to question his own sanity... and those of his family.",95,R,2.78
5715,1021580,The Best of Times,1986,"A comedy about life, hope, and getting even.",A small-town loser determines to have one more shot at the big time by winning a football game.,104,PG-13,2.93
5716,1021598,A Girl in the River: The Price of Forgiveness,2015,Falling in love and living to tell her tale.,A woman in Pakistan sentenced to death for falling in love becomes a rare survivor of the country's harsh judicial system.,40,NR,3.83
5717,1021604,Flamingo Road,1949,A wrong girl for the right side of the tracks.,A stranded carnival dancer takes on a corrupt political boss when she marries into small-town society.,94,,3.49
5718,1021607,"Race for Your Life, Charlie Brown",1977,"The entire ""Peanuts"" gang faces everything from bullies to rampaging rapids. ""Good grief"", will you have fun!","The Peanuts gang, including Snoopy and Woodstock, have gone off to summer camp. After a few days of the usual summer-camp activities, they all take part in a rafting race. Battling treacherous rapids, wild animals and bullies from a rival tent, the teams make their way downriver to the finish line.",76,G,3.44
5719,1021608,Author! Author!,1982,Anyone can be a father. But not every father deserves a standing ovation.,"A broadway playwright is burning the candle at both ends. He is dealing with pressure from a production nearing premiere, a wife who is leaving him, and 5 children 4 of which belong to her.",110,PG,3.12
5720,1021614,Home Fries,1998,A long shot romance in a short order world.,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",93,PG-13,2.63
5721,1021633,Charlotte Gray,2001,The story of an ordinary woman in an extraordinary time.,"This is a drama set in Nazi-occupied France at the height of World War II. Charlotte Gray tells the compelling story of a young Scottish woman working with the French Resistance in the hope of rescuing her lover, a missing RAF pilot. Based on the best-selling novel by Sebastian Faulks.",121,PG-13,3.17
5722,1021661,Kings Row,1942,The town they talk of in whispers.,Five young adults in a small American town face the revelations of secrets that threaten to ruin their hopes and dreams.,127,,3.41
5723,1021668,Bachelor Mother,1939,"""And a little child shall lead them""... into the most delightfully surprising complications you've seen on the screen!","Polly Parrish, a clerk at Merlin's Department Store, is mistakenly presumed to be the mother of a foundling. Outraged at Polly's unmotherly conduct, David Merlin becomes determined to keep the single woman and ""her"" baby together.",82,NR,3.68
5724,1021676,Dead Bang,1989,For one cop this isn't just a case. It's a war.,"Los Angeles homicide detective Jerry Beck searches for the murderer who killed a police officer on Christmas Eve. The investigation takes Beck inside the violent world of hate groups and white supremacists, who are hatching a deadly plot to attack even more innocent people. Beck must also confront his own personal demons, including his growing problem with alcohol, if he wants to track down and stop the violent neo-Nazis before it is too late.",105,R,3.17
5725,1021681,The Incredible Journey,1963,Three against the wilderness... nothing could stop them - only instinct to guide them across 200 perilous miles of Canadian wilderness!,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",80,G,3.24
5726,1021687,Slap Her... She's French,2002,"Bonjour, y'all","Welcome to Splendona High School, Texas, where football players, cheerleaders and beauty queens rule the hallways. And Starla Grady, the most popular girl in school, is on top of it all. That is, at least until Genevieve LePlouff, a French foreign exchange student arrives and turns her life upside down.",92,,2.95
5727,1021692,Mifune: The Last Samurai,2015,A documentary about Toshirō Mifune,"An account of the life and work of legendary Japanese actor Toshirō Mifune (1920-97), the most prominent actor of the Golden Age of Japanese cinema.",81,,3.4
5728,1021695,Jude,1996,A time without pity. A society without mercy. A love without equal.,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",123,R,3.38
5729,1021717,Bless the Child,2000,Mankind's last hope just turned six.,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.",107,R,2.39
5730,1021725,The Big Brawl,1980,Where the only rule is to stay alive.,A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,95,R,2.88
5731,1021742,Necessary Roughness,1991,"This gang of loners, loonies and losers are about to become something they've never been before... a team.","When the Texas State University Fightin' Armadillos football team is disqualified for cheating and poor grades, the University is forced to pick from a team that actually goes to school. Will they even win a single game?",108,PG-13,2.89
5732,1021748,Lawnmower Man 2: Beyond Cyberspace,1996,"God made him simple. Science made him a god. Now, he wants revenge.","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",92,PG-13,1.82
5733,1021766,Inside Daisy Clover,1965,The story of what they did to a kid...,A girl on the road to stardom fights the dehumanizing effects of Hollywood life.,128,NR,3.03
5734,1021780,It's Alive III: Island of the Alive,1987,They do something worse than kill. They multiply.,"The mutant babies have been placed by court order on a deserted island. Appalled by the cynicism and exploitation of the children by the legal system and the media, the man responsible for them leads an expedition to the island to free them.",95,R,2.91
5735,1021785,Carrie Fisher: Wishful Drinking,2010,A show where one woman reconciles herself to being Carrie Fisher.,"""Wishful Drinking"" is based on Fisher's memoirs of the same title. The stage adaptation had its world premiere in 2006 at the Geffen Playhouse in L.A. It later played at Berkeley Repertory before opening on Broadway in October at Studio 54. The show takes audiences on a comic tour of Fisher's messy personal life and career. The actress-writer recounts stories about her work on the ""Star Wars"" series as well as her relationship with her parents Eddie Fisher and Debbie Reynolds. She also discusses her much-publicized problems with alcohol and drugs.",75,,3.83
5736,1021788,Black Widow,1954,Someone will kill this girl tonight!,"A young stage hopeful is murdered and suspicion falls on her mentor, a Broadway producer.",95,,3.23
5737,1021810,Just Visiting,2001,"They're not just from another time, they're from France.","A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors).",88,PG,2.58
5738,1021818,The Shanghai Gesture,1941,Mystery-lure of the Far East!,A gambling queen uses blackmail to stop a British financier from closing her Chinese clip joint.,99,,3.43
5739,1021839,American Dreamz,2006,Imagine a country where more people vote for a pop idol than they do for their next President.,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal and a showtunes-loving young man from Orange County. Recently awakened President Staton even wants in on the craze, as he signs up for the potential explosive season finale.",107,PG-13,2.55
5740,1021843,Anne of the Indies,1951,"The storming, slashing, sweeping saga of history's fabulous pirate queen !","After buccaneer captain Anne Providence spares Pierre LaRochelle and recruits him into her pirate crew, their growing attraction is tested when Captain Blackbeard reveals LaRochelle's true identity as a former French navy officer.",81,NR,3.74
5741,1021844,Man's Castle,1933,IT SETS FREE THE GIRLHOOD LOVE STORY IMPRISONED IN EVERY WOMAN'S HEART!,"Bill takes Trina into his depression camp cabin. Later, just as he finds showgirl LaRue who will support him, Trina becomes pregnant.",75,NR,3.64
5742,1021846,The January Man,1989,Catching a serial killer takes a seriously twisted cop.,"Nick and Frank Starkey were both policemen. A scandal forced Nick to leave the force, now a serial killer has driven the police to take him back. A web that includes Frank's wife, bribery, and corruption all are in the background as Nick tries to uncover the secret of where the killer will strike next, and finally must lay a trap without the police.",97,R,2.55
5743,1021847,Big Top Scooby-Doo!,2012,One man. One dog. Who will stop it?,"When Scooby and the gang hear of a werewolf plaguing a traveling circus, they go undercover as circus performers to get to the bottom.",81,,3.09
5744,1021856,Rancho Deluxe,1975,"Oh give me a home, with a low interest loan, A cowgirl and two pickup trucks. A color TV, all the beer should be free, And that, man, is Rancho Deluxe.","Two drifters, of widely varying backgrounds, rustle cattle and try to avoid being caught in contemporary Montana.",93,R,3.41
5745,1021865,Colorado Territory,1949,"A mighty, memorable new adventure hurtling out of the heroic vastness of Colorado Territory.","In Colorado territory, outlaw Wes McQueen escapes jail to pull a railroad robbery but, upon meeting pretty settler Julie Ann, he wonders about going straight. Western remake of High Sierra with Joel McCrea taking over the Humphrey Bogart role.",94,,3.74
5746,1021866,Airborne,1993,Mitchell became the most popular guy on Earth...once he took to the sky!,"Good-natured teen surfer Mitchell Goosen finds himself staying with his aunt and uncle in Cincinnati, Ohio when his parents head to Australia for work. There he meets his cousin, Wiley, and together they try to navigate the perils of high school—avoid the bullies, get the girl, and win a little respect.",91,PG,2.98
5747,1021891,The Three Musketeers,1948,THE COMPLETE ROMANCE...THE FULL NOVEL!,Athletic adaptation of Alexandre Dumas' classic adventure about the king's musketeers and their mission to protect France.,125,,3.43
5748,1021901,Crater,2023,"Miles from Earth, their adventure begins.","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to being permanently relocated to another planet.",104,,2.85
5749,1021906,Road House,1948,There's nothing like a woman to come between men!,A night club owner becomes infatuated with a torch singer and frames his best friend/manager for embezzlement when the chanteuse falls in love with him.,95,NR,3.62
5750,1021910,How to Murder Your Wife,1965,Bring The Little Woman...Maybe She'll Die Laughing!,"Stanley Ford leads an idyllic bachelor life. He is a nationally syndicated cartoonist whose Bash Brannigan series provides him with a luxury townhouse and a full-time valet, Charles. When he wakes up the morning after the night before - he had attended a friend's stag party - he finds that he is married to the very beautiful woman who popped out of the cake - and who doesn't speak a word of English. Despite his initial protestations, he comes to like married life and even changes his cartoon character from a super spy to a somewhat harried husband.",118,NR,2.97
5751,1021918,Butterflies Are Free,1972,I Could Love You If You'd Let Me,"Striving to be independent, the blind but determined Don Baker moves away from his overprotective mother. After settling into his new San Francisco digs, Don meets kooky neighbor Jill Tanner. Don's quick wit and good looks disarm the free-spirited Jill, and before long they're more than just friends. Will Mrs. Baker's incessant meddling destroy Don and Jill's budding relationship?",109,,3.51
