actor_name,avg_rating,count,is_star
Erin O'Brien-Moore,3.3625,8,True
Erinn Bartlett,2.535,4,False
Ernest Anderson,3.4914285714285715,14,True
Ernest Borgnine,3.319210526315789,38,True
Ernest Cossart,3.3561538461538465,13,True
Ernest Harada,3.1133333333333333,6,False
Ernest Hilliard,3.5116666666666667,6,True
Ernest Truex,3.48375,8,True
Ernest Whitman,3.467142857142857,14,True
Ernestine Wade,3.1514285714285712,7,False
Ernesto Molinari,3.3600000000000003,20,True
Ernie Adams,3.3649999999999998,46,True
Ernie Alexander,3.3785714285714286,21,True
Ernie F. Orsatti,3.095714285714286,7,False
Ernie Hudson,2.993333333333333,21,False
Ernie Kovacs,3.3728571428571428,7,True
Ernie Lively,2.8570588235294117,17,False
Ernie Reyes Jr.,2.92,5,False
Ernie Sabella,3.3899999999999997,4,True
Ernst Hauessermann,3.2449999999999997,6,False
Ernö Verebes,3.3575,12,True
Errol Flynn,3.3713157894736847,38,True
Erskine Sanford,3.6265,20,True
Erville Alderson,3.408913043478261,46,True
Erwin Kalser,3.418333333333333,6,True
Esai Morales,3.263333333333333,6,False
Esmond Knight,3.0214285714285714,7,False
Esteban Cueto,2.4166666666666665,3,False
Estelle Etterre,3.3547058823529414,17,True
Estelle Harris,3.32,4,True
Estelle Omens,3.495,8,True
Estelle Parsons,3.2744444444444443,9,True
Estelle Taylor,3.3444444444444446,9,True
Estelle Winwood,3.3444444444444446,9,True
Esther Dale,3.4346153846153844,26,True
Esther Howard,3.5004000000000004,25,True
Esther Michelson,3.6983333333333337,6,True
Esther Minciotti,3.4966666666666666,6,True
Esther Rolle,3.31,9,True
Esther Scott,3.0957142857142856,7,False
Esther Somers,3.5066666666666664,6,True
Esther Williams,3.243125,16,False
Esther Ying Lee,3.24,6,False
Ethan Embry,3.069090909090909,11,False
Ethan Hawke,3.3530769230769235,13,True
Ethan Laidlaw,3.3671929824561406,57,True
Ethan Phillips,3.1866666666666665,9,False
Ethan Suplee,3.483333333333333,6,True
Ethel Barrymore,3.397692307692308,13,True
Ethel Griffies,3.3496296296296295,27,True
Ethel Merman,3.32125,8,True
Ethel Wales,3.327142857142857,7,True
Ethelreda Leopold,3.46,40,True
Etienne Girardot,3.356923076923077,13,True
Etta McDaniel,3.42625,8,True
Etta Moten,3.3833333333333333,6,True
Eugene A. Clark,3.035,6,False
Eugene Borden,3.441395348837209,43,True
Eugene Iglesias,3.4050000000000002,8,True
Eugene Jackson,3.398125,16,True
Eugene Levy,2.971111111111111,18,False
Eugene Lipinski,2.9946153846153845,13,False
Eugene Pallette,3.3985365853658536,41,True
Eugene Roche,3.3466666666666667,9,True
Eugenie Besserer,3.3983333333333334,6,True
Eula Guy,3.3672222222222223,18,True
Eulalie Jensen,3.225,6,False
Eumenio Blanco,3.380526315789474,19,True
Eva Gabor,3.3649999999999998,10,True
Eva Marie Saint,3.45,13,True
Eva Mendes,2.944,5,False
Eva Novak,3.73,7,True
Evalyn Knapp,3.388333333333333,6,True
Evan Handler,3.3766666666666665,3,True
Evan Jones,2.99,1,False
Evan Parke,2.9433333333333334,3,False
Evan Rachel Wood,2.76,1,False
Evan Thomas,3.272222222222222,9,True
Eve Arden,3.2679310344827583,29,True
Eve Brent,3.21875,8,False
Eve Crawford,3.2214285714285715,7,False
Eve Gordon,3.028,5,False
Eve March,3.5614285714285714,7,True
Eve McVeagh,3.2975,12,True
Eve Whitney,3.2894444444444444,18,True
Evelyn Ankers,3.078461538461539,13,False
Evelyn Beresford,3.402857142857143,7,True
Evelyn Brent,3.3366666666666664,6,True
Evelyn Keyes,3.323529411764706,17,True
Evelyn Selbie,3.275,8,True
Evelyn Varden,3.4642857142857144,7,True
Everett Brown,3.4384615384615387,13,True
Everett Glass,3.3768421052631576,19,True
Everett McGill,3.3280000000000003,10,True
Everett Sloane,3.5100000000000002,16,True
Ewan McGregor,3.4616666666666664,6,True
Ewen Bremner,3.1966666666666668,3,False
Ezelle Poule,3.535,12,True
Ezra Buzzington,3.4839999999999995,5,True
F. Murray Abraham,3.235294117647059,17,False
F. William Parker,3.1766666666666667,9,False
Fabian,3.17,8,False
Fabio,2.9699999999999998,7,False
Fairuza Balk,3.25,10,False
Faith Domergue,3.1199999999999997,6,False
Faith Minton,3.0309999999999997,10,False
Faizon Love,3.00625,8,False
Famke Janssen,3.1157142857142857,7,False
Faran Tahir,2.8766666666666665,3,False
Farley Granger,3.46375,8,True
Faune Chambers Watkins,3.046666666666667,3,False
Fay Bainter,3.391578947368421,19,True
Fay Baker,3.4230000000000005,10,True
Fay Helm,3.2833333333333337,21,True
Fay Holden,3.3242857142857143,14,True
Fay Holderness,3.42625,8,True
Fay Masterson,3.3725,4,True
Fay Roope,3.3575,12,True
Fay Wray,3.2784999999999997,20,True
Fayard Nicholas,3.404285714285714,7,True
Faye Dunaway,3.311923076923077,26,True
Faye Emerson,3.369090909090909,11,True
Faye Grant,3.09,5,False
Felice Orlandi,3.447777777777778,9,True
Felicia Farr,3.48875,8,True
Felicity Huffman,3.6633333333333336,3,True
Felipe Turich,3.283333333333333,6,True
Felix Aylmer,3.3469230769230767,13,True
Felix Basch,3.242857142857143,7,False
Felix Bressart,3.353846153846154,13,True
Felix Silla,3.228888888888889,9,False
Feodor Chaliapin Jr.,3.31,9,True
Ferdinand Gottschalk,3.343571428571429,14,True
Ferdinand Munier,3.4370588235294117,17,True
Ferdinand Schumann-Heink,3.2446153846153845,13,False
Ferdy Mayne,3.3864285714285716,14,True
Ferike Boros,3.481176470588235,17,True
Fern Emmett,3.206896551724138,29,False
Fernanda Eliscu,3.56,7,True
Fernando Alvarado,3.244285714285714,7,False
Fernando Rey,3.141818181818182,11,False
Ferris Taylor,3.56,10,True
Fess Parker,3.3284615384615384,13,True
Fidel Castro,3.5375,4,True
Field Norton,3.5683333333333334,12,True
Filomena Spagnuolo,3.8966666666666665,6,True
Finlay Currie,3.3294117647058825,17,True
Finn Zirzow,4.2475000000000005,8,True
Fiona Lewis,3.2566666666666664,6,False
Fiona Shaw,3.216666666666667,9,False
Fionnula Flanagan,3.3633333333333333,3,True
Fisher Stevens,3.125,8,False
Flea,3.273846153846154,13,True
Flora Robson,3.4616666666666664,6,True
Florence Auer,3.4612499999999997,8,True
Florence Bates,3.4481818181818182,22,True
Florence Dudley,3.55625,8,True
Florence Eldridge,3.385,6,True
Florence Lake,3.3630000000000004,10,True
Florence Rice,3.325,8,True
Florence Roberts,3.30875,8,True
Florence Stanley,3.2087499999999998,8,False
Florence Wix,3.5279591836734694,49,True
Florenz Ames,3.2157142857142853,7,False
Florine McKinney,3.4933333333333336,9,True
Floyd Levine,3.2975,8,True
Forbes Murray,3.4802857142857144,70,True
Ford Rainey,3.456153846153846,13,True
Ford Raymond,3.361666666666667,6,True
Forest Whitaker,3.205294117647059,17,False
Forrest Burns,3.327142857142857,7,True
Forrest Lewis,3.313076923076923,13,True
Forrest Taylor,3.2615384615384615,13,False
Forrest Tucker,3.339230769230769,13,True
Forrester Harvey,3.3835897435897437,39,True
Fortunio Bonanova,3.43,29,True
Foster H. Phinney,3.5453846153846156,13,True
Fran Bennett,3.107142857142857,7,False
Fran Brill,3.3699999999999997,6,True
Fran Drescher,3.064,10,False
Fran Kranz,3.5,2,False
Fran Ryan,3.284615384615385,13,True
Frances Bavier,3.5500000000000003,6,True
Frances Bay,3.015,18,False
Frances Bergen,3.09875,8,False
Frances Conroy,3.25,6,False
Frances Dee,3.388333333333333,12,True
Frances Drake,3.3066666666666666,6,True
Frances Fisher,3.154166666666667,12,False
Frances Gifford,3.49625,8,True
Frances Langford,3.2025,8,False
Frances Lee McCain,3.5545454545454547,11,True
Frances McDormand,3.466666666666667,9,True
Frances Morris,3.4057575757575758,33,True
Frances O'Connor,3.336,5,True
Frances Rafferty,3.2560000000000002,10,False
Frances Robinson,3.27,7,True
Frances Sternhagen,3.22,9,False
Franchot Tone,3.328275862068965,29,True
Francis De Sales,3.292857142857143,7,True
Francis Dumaurier,3.19,8,False
Francis Ford,3.462702702702703,37,True
Francis Guinan,2.904,5,False
Francis L. Sullivan,3.2583333333333333,6,False
Francis McDonald,3.3885294117647056,34,True
Francis Pierlot,3.3207692307692307,26,True
Francis Sayles,3.4793333333333334,15,True
Francis X. Bushman,3.207777777777778,9,False
Francis X. Bushman Jr.,3.3578571428571427,14,True
Francis X. McCarthy,3.2046666666666668,15,False
Francis de Wolff,3.3375,8,True
Francisco Marán,3.432,10,True
Franco Corsaro,3.3723076923076927,13,True
Franco Nero,3.1079999999999997,5,False
Frank Adonis,3.458888888888889,9,True
Frank Albertson,3.3529166666666668,24,True
Frank Arnold,3.5033333333333334,6,True
Frank Austin,3.420666666666667,15,True
Frank Baker,3.5123636363636366,55,True
Frank Benson,3.5255555555555556,9,True
Frank Birney,2.98,8,False
Frank Bruno,3.328461538461539,13,True
Frank C. Turner,2.9166666666666665,21,False
Frank Cady,3.4066666666666667,27,True
Frank Campanella,3.312857142857143,14,True
Frank Cavestani,3.2975,8,True
Frank Chase,3.3325,12,True
Frank Coghlan Jr.,3.351176470588235,17,True
Frank Collison,3.275,6,True
Frank Conlan,3.4225,12,True
Frank Conroy,3.37,28,True
Frank Craven,3.2609090909090908,11,False
Frank Dae,3.366923076923077,13,True
Frank Darien,3.3478,50,True
Frank Dawson,3.376923076923077,13,True
Frank De Kova,3.418,20,True
Frank Elliott,3.3428571428571425,7,True
Frank Ellis,3.376666666666667,6,True
Frank Fanning,3.31,12,True
Frank Faylen,3.3911940298507464,67,True
Frank Fenton,3.342727272727273,11,True
Frank Ferguson,3.4378260869565214,46,True
Frank Ferrara,3.2255555555555557,9,False
Frank Finlay,3.4314285714285715,7,True
Frank Fontaine,3.2020000000000004,5,False
Frank Gerstle,3.307894736842105,19,True
Frank Gifford,3.0883333333333334,6,False
Frank Gio,3.47,8,True
Frank Girardeau,3.136,5,False
Frank Gorshin,3.15,16,False
Frank Grillo,3.75,1,False
Frank Hagney,3.395967741935484,62,True
Frank Hoyt Taylor,3.141428571428571,7,False
Frank J. Scannell,3.404166666666667,24,True
Frank Jaquet,3.373846153846154,26,True
Frank Jenks,3.291578947368421,19,True
Frank Kreig,3.4566666666666666,9,True
Frank Lackteen,3.2644444444444445,18,False
Frank Langella,2.951764705882353,17,False
Frank Latimore,3.3485714285714288,7,True
Frank Lovejoy,3.293,10,True
Frank M. Thomas,3.3264285714285715,14,True
Frank Marlowe,3.4372727272727275,33,True
Frank Marth,3.067142857142857,7,False
Frank Maxwell,3.315714285714286,7,True
Frank Mayo,3.332456140350877,57,True
Frank McGlynn Sr.,3.3784615384615386,13,True
Frank McGrath,3.545625,16,True
Frank McHugh,3.3463829787234043,47,True
Frank McLure,3.5285714285714285,70,True
Frank McRae,3.2305,20,False
Frank Medrano,3.0455555555555556,9,False
Frank Melton,3.226923076923077,13,False
Frank Mills,3.4457894736842105,76,True
Frank Mitchell,3.4466666666666668,12,True
Frank Moran,3.426470588235294,34,True
Frank Morgan,3.329705882352941,34,True
Frank Nelson,3.38,7,True
Frank Novak,3.114,5,False
Frank O'Connor,3.3975609756097565,82,True
Frank Orth,3.386585365853658,41,True
Frank Overton,3.56375,8,True
Frank Oz,3.4183333333333334,12,True
Frank Patton III,3.382857142857143,7,True
Frank Pellegrino,2.9722222222222223,9,False
Frank Penny,3.265,12,False
Frank Pesce,3.202142857142857,14,False
Frank Pharr,3.3355555555555556,9,True
Frank Puglia,3.341206896551724,58,True
Frank Radcliffe,3.3590000000000004,10,True
Frank Reicher,3.2809259259259256,54,True
Frank Rice,3.328333333333333,6,True
Frank Richards,3.4321052631578945,19,True
Frank Senger,3.1371428571428575,7,False
Frank Shannon,3.288125,16,True
Frank Sheridan,3.306363636363636,11,True
Frank Silvera,3.3441666666666667,12,True
Frank Sinatra,3.2452380952380957,42,False
Frank Sivero,3.326923076923077,13,True
Frank Slaten,3.0666666666666664,6,False
Frank Stallone Jr.,3.105,6,False
Frank Sully,3.3932352941176473,34,True
Frank Vincent,3.4054545454545457,11,True
Frank Welker,3.1054054054054054,74,False
Frank Whaley,3.4560000000000004,10,True
Frank Whitbeck,3.29,7,True
Frank Wilcox,3.368888888888889,54,True
Frank Wood,3.745,2,False
Frank Yaconelli,3.4681818181818183,11,True
Frankie Avalon,3.0883333333333334,18,False
Frankie Darro,3.441666666666667,18,True
Frankie Faison,3.1155555555555554,18,False
Frankie J. Allison,3.6400000000000006,3,True
Frankie Muniz,2.37,2,False
Frankie Thomas,3.30125,8,True
Frankie Van,3.374,10,True
Franklin Pangborn,3.425,44,True
Franklin Parker,3.3672222222222223,18,True
Franklyn Ajaye,3.1585714285714284,7,False
Franklyn Farnum,3.489019607843137,102,True
François Chau,3.0533333333333332,3,False
Françoise Yip,3.115,2,False
Fred 'Snowflake' Toones,3.472758620689655,29,True
Fred Aldrich,3.355384615384615,52,True
Fred Armisen,2.89,1,False
Fred Astaire,3.400909090909091,33,True
Fred Clark,3.4234615384615386,26,True
Fred Coby,3.386153846153846,13,True
Fred Curt,3.2975,8,True
Fred Essler,3.310769230769231,13,True
Fred Farrell,3.514545454545454,11,True
Fred Fisher,3.464444444444444,9,True
Fred Graham,3.4384615384615387,52,True
Fred Gwynne,3.311666666666667,12,True
Fred Henderson,2.91,5,False
Fred Keating,3.0700000000000003,4,False
Fred Kelsey,3.3944230769230765,52,True
Fred Kohler,3.443125,16,True
Fred Kohler Jr.,3.466666666666667,9,True
Fred Lerner,3.3514285714285714,14,True
Fred Libby,3.6255555555555556,9,True
Fred MacMurray,3.3137142857142856,35,True
Fred Malatesta,3.504705882352941,17,True
Fred Melamed,3.16,5,False
Fred Newman,3.3033333333333332,6,True
Fred Nurney,3.3978571428571427,14,True
Fred Rapport,3.4655555555555555,36,True
Fred Santley,3.3266666666666667,12,True
Fred Savage,2.964,5,False
Fred Scheiwiller,3.4925,8,True
Fred Sherman,3.436666666666667,6,True
Fred Stoller,2.81,4,False
Fred Stuthman,3.396,10,True
Fred Thompson,3.1435714285714282,14,False
Fred Walburn,3.31375,8,True
Fred Walton,3.5100000000000002,7,True
Fred Ward,3.1025,20,False
Fred Willard,3.0549999999999997,14,False
Fred Williamson,3.3137499999999998,8,True
Fred Wood,3.6061538461538465,13,True
Fred Zendar,3.4516666666666667,6,True
Freda Foh Shen,3.23,4,False
Freddie Bartholomew,3.358333333333333,6,True
Freddie Jones,3.1130000000000004,10,False
Freddie Prinze Jr.,2.8200000000000003,7,False
Freddie Steele,3.4930769230769227,13,True
Freddy Rodríguez,3.1933333333333334,3,False
Frederic Brunn,3.3249999999999997,6,True
Frederic Forrest,3.2581818181818183,11,False
Frederick Burton,3.4372727272727275,22,True
Frederick Coffin,3.231111111111111,9,False
Frederick Giermann,3.336,15,True
Frederick Koehler,2.86,4,False
Frederick Vogeding,3.232142857142857,14,False
Frederick Warder,2.9899999999999998,5,False
Frederick Worlock,3.3538709677419356,31,True
Fredric Lehne,3.445,4,True
Fredric March,3.421388888888889,36,True
Freeman Lusk,3.5228571428571427,7,True
French Stewart,3.015,6,False
Frieda Inescort,3.262,15,False
Friedrich von Ledebur,3.36875,16,True
Fritz Feld,3.3007142857142857,42,True
Fritz Ford,3.5391666666666666,12,True
Fritz Leiber,3.4294736842105262,19,True
Fritz Manes,3.2716666666666665,6,True
Fritz Weaver,3.5357142857142856,7,True
Fulvio Cecere,3.0416666666666665,6,False
Fuzzy Knight,3.2975,16,True
Féodor Atkine,3.532,5,True
G. D. Spradlin,3.537777777777778,18,True
G. Pat Collins,3.4416129032258063,31,True
G.P. Huntley,3.332142857142857,14,True
G.W. Bailey,2.7,10,False
Gabriel Byrne,3.048235294117647,17,False
Gabriel Dell,3.37,7,True
Gabriel Jarret,3.2900000000000005,3,True
Gabriel Macht,2.8,4,False
Gabriel Mann,3.10625,8,False
Gabrielle Anwar,3.1514285714285712,7,False
Gabrielle Rose,3.2424999999999997,4,False
Gabrielle Union,2.9074999999999998,4,False
Gaby Hoffmann,3.295714285714286,7,True
Gaetano Lisi,3.3983333333333334,6,True
Gage Clarke,3.285,6,True
Gail Bonney,3.416923076923077,26,True
Gail Patrick,3.4153846153846152,13,True
Gail Russell,3.3660000000000005,10,True
Gail Strickland,3.2681818181818185,11,True
Gailard Sartain,3.1029166666666668,24,False
Gale Gordon,3.14,6,False
Gale Page,3.327142857142857,7,True
Gale Robbins,3.3314285714285714,7,True
Gale Sondergaard,3.2595238095238095,21,False
Garcelle Beauvais,2.6975,4,False
Gareth Williams,2.9899999999999998,5,False
Garret Sato,2.9,4,False
Garrett M. Brown,3.2649999999999997,2,False
Garrett Morris,3.06875,8,False
Garrett Warren,2.44,1,False
Garrick Hagon,3.635,6,True
Garry Chalk,3.105714285714286,7,False
Garry Goodrow,3.4125,8,True
Garry Marshall,3.180625,16,False
Garry Owen,3.4380555555555556,36,True
Garry Shandling,2.846666666666667,6,False
Garry Walberg,3.16,7,False
Garwin Sanford,2.914285714285714,7,False
Gary A. Hecker,2.652,5,False
Gary Allen,3.31,7,True
Gary Anthony Sturgis,2.8899999999999997,2,False
Gary Anthony Williams,3.1166666666666667,3,False
Gary Basaraba,3.1271428571428572,7,False
Gary Bohn,3.3590909090909093,11,True
Gary Bullock,3.02,9,False
Gary Busey,3.2192000000000003,25,False
Gary Carlos Cervantes,2.9566666666666666,15,False
Gary Cole,3.30875,8,True
Gary Combs,3.1685714285714286,7,False
Gary Cooper,3.4015384615384616,52,True
Gary Dourdan,2.8633333333333333,3,False
Gary Farmer,3.3833333333333333,9,True
Gary Friedkin,2.768,5,False
Gary Goetzman,3.2142857142857144,7,False
Gary Graham,2.81,6,False
Gary Gray,3.443076923076923,13,True
Gary Grubbs,3.2550000000000003,6,False
Gary Houston,3.5980000000000003,5,True
Gary Jones,2.9419999999999997,5,False
Gary Klar,3.293636363636364,11,True
Gary Lewis,3.6799999999999997,3,True
Gary Lockwood,3.5700000000000003,6,True
Gary McLarty,3.3757142857142854,7,True
Gary Merrill,3.3466666666666667,15,True
Gary Morgan,3.2716666666666665,6,True
Gary Oldman,3.428,10,True
Gary Owens,3.392857142857143,7,True
Gary Riley,3.436,10,True
Gary Rodriguez,3.156,5,False
Gary Sinise,3.3625,8,True
Gary Weeks,2.91,1,False
Gavan O'Herlihy,3.1514285714285712,7,False
Gavin Gordon,3.4579999999999997,20,True
Gavin Grazer,3.1566666666666667,3,False
Gavin Muir,3.2736842105263158,19,True
Gayne Whitman,3.2960000000000003,10,True
Gedde Watanabe,3.282,10,True
Geena Davis,3.2099999999999995,12,False
Gemma Jones,3.61,3,True
Gena Rowlands,3.308125,16,True
Gene Barry,3.3966666666666665,6,True
Gene Borkan,3.5442857142857145,7,True
Gene Canfield,3.53125,8,True
Gene Collins,3.3666666666666667,6,True
Gene Coogan,3.4633333333333334,27,True
Gene Evans,3.468695652173913,23,True
Gene Hackman,3.3152380952380955,42,True
Gene Hartline,3.1799999999999997,7,False
Gene Kelly,3.395483870967742,31,True
Gene LeBell,3.1028571428571428,28,False
Gene Lockhart,3.374186046511628,43,True
Gene Mack,3.2175,4,False
Gene Morgan,3.6561538461538463,13,True
Gene Nelson,3.251428571428572,7,False
Gene O'Donnell,3.1966666666666668,9,False
Gene Raymond,3.3266666666666667,12,True
Gene Reynolds,3.364166666666667,12,True
Gene Ross,3.07,8,False
Gene Roth,3.2756,25,True
Gene Simmons,3.34,2,False
Gene Tierney,3.4104,25,True
Gene Wilder,3.3000000000000003,12,True
Geneva Mitchell,3.285555555555556,9,True
Genevieve Tobin,3.286,10,True
Geneviève Bujold,3.2328571428571427,7,False
Geno Silva,3.3825000000000003,8,True
Geoff Meed,2.785,2,False
Geoff Pierson,2.8433333333333333,3,False
Geoffrey Arend,2.78,1,False
Geoffrey Bayldon,3.204285714285714,7,False
Geoffrey Blake,3.33,12,True
Geoffrey Keen,3.2525,8,False
Geoffrey Lewis,3.218148148148148,27,False
Geoffrey Palmer,3.3649999999999998,6,True
Geoffrey Rush,3.2583333333333333,6,False
Geoffrey Steele,3.431111111111111,9,True
George 'Gabby' Hayes,3.29,14,True
George Anderson,3.5414285714285714,14,True
George Bancroft,3.492,10,True
George Barbier,3.3961111111111113,18,True
George Barrows,3.3771428571428572,14,True
George Barton,3.3975,8,True
George Baxter,3.437777777777778,9,True
George Bell,3.515,6,True
George Beranger,3.3441666666666667,12,True
George Blagoi,3.3745454545454545,11,True
George Boyce,3.280689655172414,29,True
George Brent,3.2906666666666666,30,True
George Bruggeman,3.4068571428571426,35,True
George Buck Flower,3.223333333333333,12,False
George Bunny,3.4171428571428573,7,True
George Burns,3.190714285714286,14,False
George Buza,3.29,5,True
George C. Scott,3.4395652173913045,23,True
George Calliga,3.448695652173913,23,True
George Carlin,3.185,4,False
George Chakiris,3.32,11,True
George Chandler,3.3587654320987657,81,True
George Chesebro,3.2492307692307696,13,False
George Chester,3.587142857142857,7,True
George Cheung,3.06,19,False
George Christy,3.13,10,False
George Cisar,3.2755,20,True
George Cleveland,3.201578947368421,19,False
George Clooney,3.286153846153846,13,True
George Coe,3.2685714285714282,7,True
George Cooper,3.422083333333333,24,True
George Coulouris,3.331764705882353,17,True
George D. Wallace,3.2959090909090913,22,True
George Davis,3.431724137931034,58,True
George DeNormand,3.396136363636364,44,True
George DiCenzo,3.35375,8,True
George Dickerson,3.0666666666666664,6,False
George Dolenz,3.21,7,False
George Douglas,3.24,6,False
George Dunn,3.4914285714285715,7,True
George Dzundza,2.9861538461538464,13,False
George E. Stone,3.2977777777777777,36,True
George Eldredge,3.2911111111111113,18,True
George Fawcett,3.4133333333333336,6,True
George Fisher,3.25,16,False
George Ford,3.4344,50,True
George Furth,3.218,20,False
George Gaynes,2.9383333333333335,18,False
George Gerard,3.215,6,False
George Gerdes,2.9933333333333336,3,False
George Givot,3.275,8,True
George Golden,3.3082352941176474,17,True
George Gray,3.268,5,True
George Grizzard,3.168,5,False
George Guhl,3.3637037037037034,27,True
George H. Reed,3.365333333333333,15,True
George H. W. Bush,2.78,1,False
George Hamilton,3.1322222222222225,18,False
George Harris,3.5420000000000003,5,True
George Hearn,3.078333333333333,6,False
George Hickman,3.316363636363636,11,True
George Hoagland,3.360526315789474,19,True
George Holmes,3.2678260869565214,23,True
George Huggins,3.406,15,True
George Humbert,3.4238709677419354,31,True
George Irving,3.3479591836734697,49,True
George J. Lewis,3.369230769230769,26,True
George J. Manos,3.4033333333333338,6,True
George Kennedy,3.2334285714285715,35,False
George Kirby,3.256521739130435,23,False
George Lane Cooper,3.34,6,True
George Lessey,3.3607692307692307,13,True
George Lindsey,3.2399999999999998,6,False
George Lloyd,3.402553191489362,47,True
George Lopez,2.81,1,False
George Lucas,3.6399999999999997,2,False
George Lynn,3.4475,24,True
George M. Carleton,3.4642857142857144,14,True
George MacQuarrie,3.435,6,True
George Macready,3.428,30,True
George Magrill,3.3984615384615386,52,True
George Martin,3.27,16,True
George Mathews,3.316,10,True
George McKay,3.2909999999999995,10,True
George Meader,3.463888888888889,18,True
George Meeker,3.426578947368421,38,True
George Melford,3.4971428571428573,14,True
George Mitchell,3.572857142857143,7,True
George Murdock,3.1135714285714284,14,False
George Murphy,3.3484615384615384,13,True
George N. Neise,3.235294117647059,17,False
George Nardelli,3.539230769230769,26,True
George Newbern,2.91,6,False
George Noisom,3.4525,8,True
George O'Hanlon,3.305,14,True
"George Offerman, Jr.",3.390740740740741,27,True
George Orrison,3.4045454545454548,11,True
George Ovey,3.3277777777777775,9,True
George O’Brien,3.5454545454545454,11,True
George P. Breakston,3.54,8,True
George P. Wilbur,3.2020000000000004,10,False
George Pelling,3.6300000000000003,6,True
George Pembroke,3.0799999999999996,7,False
George Peppard,3.342142857142857,14,True
George Plimpton,3.3675,8,True
George R. Robertson,2.895454545454545,11,False
George Raft,3.2968965517241378,29,True
George Reeves,3.4269230769230767,13,True
George Regas,3.3407142857142857,14,True
George Robotham,3.3449999999999998,8,True
George Rosener,3.251,10,False
George Ross,3.528333333333333,6,True
George Sanders,3.38,49,True
George Sasaki,3.395,6,True
George Sawaya,3.133,10,False
George Segal,3.369090909090909,22,True
George Selk,3.1466666666666665,6,False
George Sherwood,3.512,15,True
George Simmons,3.0766666666666667,6,False
George Sorel,3.4007407407407406,27,True
George Sowards,3.3728571428571428,14,True
George Spaulding,3.5214285714285714,7,True
George Takei,3.292857142857143,14,True
George Taylor,3.496,5,True
George Tobias,3.396,35,True
George Tyne,3.41,17,True
George Voskovec,3.5344444444444445,9,True
George Wallace,2.76875,8,False
George Wendt,3.0983333333333336,18,False
George Wyner,3.1894117647058824,17,False
George Zucco,3.2310000000000003,40,False
Georges Renavent,3.365789473684211,38,True
Georgia Caine,3.5027777777777778,18,True
Georgie Cooper,3.553,10,True
Georgie Glen,3.233333333333333,3,False
Georgie Nokes,3.462222222222222,9,True
Gerald Berns,3.1885714285714286,7,False
Gerald Hamer,3.3833333333333333,12,True
Gerald Hiken,3.3683333333333336,6,True
Gerald Mohr,3.366842105263158,19,True
Gerald Okamura,3.12,8,False
Gerald Oliver Smith,3.5444444444444443,9,True
Gerald Pierce,3.6536363636363633,11,True
Gerald S. O'Loughlin,3.1855555555555557,9,False
Geraldine Chaplin,3.3920000000000003,15,True
Geraldine Fitzgerald,3.3123076923076926,13,True
Geraldine Hall,3.38,7,True
Geraldine James,3.2350000000000003,4,False
Geraldine Jordan,3.437142857142857,7,True
Geraldine Page,3.329166666666667,12,True
Geraldine Somerville,3.7199999999999998,2,False
Geraldine Wall,3.39375,16,True
Geraldo Rivera,3.2399999999999998,3,False
Gerard Butler,3.1300000000000003,3,False
Gerard Horan,3.41,3,True
Gerard McSorley,3.318888888888889,9,True
Gerard Murphy,3.4259999999999997,10,True
Gerard Plunkett,2.68,4,False
Gerrit Graham,3.0410526315789475,19,False
Gerry Bamman,3.186666666666667,12,False
Gerry Becker,3.264705882352941,17,False
Gerry Bednob,2.665,2,False
Gerry Mendicino,3.14,3,False
Gerry Quigley,3.087142857142857,7,False
Gerry Vichi,3.185,2,False
Gert Fröbe,3.345,8,True
Gertrude Astor,3.5083333333333333,48,True
Gertrude Flynn,3.371111111111111,9,True
Gertrude Hoffmann,3.2920000000000003,10,True
Gertrude Michael,3.320909090909091,11,True
Gertrude Short,3.315,10,True
Gertrude Sutton,3.33875,8,True
Gia Carides,3.0042857142857144,7,False
Gia Scala,3.435714285714286,7,True
Giancarlo Esposito,3.344375,16,True
Giancarlo Giannini,3.165714285714286,7,False
Gianni Russo,3.469,10,True
Giannina Facio,3.665,2,False
Gibson Gowland,3.439473684210526,19,True
Gideon Jacobs,3.2416666666666667,6,False
Gig Young,3.3520833333333333,24,True
Gigi Perreau,3.3963636363636365,11,True
Gigi Vorgan,3.314285714285714,7,True
Gil Lamb,3.2880000000000003,10,True
Gil Perkins,3.5060000000000002,25,True
Gilbert B. Combs,3.421666666666667,6,True
Gilbert Emery,3.316,20,True
Gilbert Gottfried,2.832222222222222,9,False
Gilbert Roland,3.3175000000000003,24,True
Gilbert Rosales,3.35,4,True
Gilchrist Stuart,3.3685714285714283,7,True
Gillian Anderson,3.43,4,True
Gillian Barber,2.9988888888888887,9,False
Gina Aponte,3.55,2,False
Gina Gershon,3.131,10,False
Ginger Rogers,3.374666666666667,45,True
Gino Corrado,3.453009708737864,103,True
Giovanni Ribisi,3.18,8,False
Gisela Werbisek,3.466666666666667,9,True
Giuseppe Andrews,3.3366666666666664,6,True
Gladden James,3.38047619047619,21,True
Gladys Blake,3.3738095238095234,21,True
Gladys Cooper,3.4177272727272725,22,True
Gladys George,3.5872727272727274,11,True
Gladys Hurlbut,3.3000000000000003,6,True
Gladys O'Connor,3.1199999999999997,6,False
Glen Cavender,3.3144736842105265,38,True
Glen Chin,3.0316666666666667,6,False
Glen Vernon,3.37,7,True
